ScenarioID,Weather,Observation window ,EI time in 2D  module (unit: second),EI prob in 2D detection module,EI time in 3D module (unit: second),EI prob in 3D module,TimeStamp,2D error indicator,3D error indicator,Miss localization error indicator
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,1.85,1,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.05,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.1,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.15,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.2,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.35,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.45,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.5,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.6,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.8,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,2.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.05,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.1,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.15,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.25,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.3,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.35,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.4,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.45,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.5,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.55,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.6,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.7,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,3.85,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.05,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.15,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.3,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.35,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.45,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.55,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.65,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,4.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.15,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.2,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.3,1,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.35,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.4,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.45,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.5,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.6,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.7,0,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.8,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,5.85,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.2,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.25,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.3,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.35,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.4,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.45,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.5,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.6,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.7,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.75,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.8,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,6.85,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.05,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.2,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.3,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.35,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.4,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.5,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.6,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.65,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,7.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.05,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.1,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.2,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.25,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.35,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.5,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.6,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.75,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,8.8,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.05,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.1,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.4,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.45,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,9.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.05,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.2,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.3,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.45,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.65,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.8,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,10.85,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.05,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.4,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.5,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.55,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.6,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.75,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,11.85,1,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.05,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.1,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.15,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.25,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.3,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.35,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.4,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.45,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.55,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,12.8,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.05,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.15,1,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.2,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.3,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.4,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.55,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.6,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.65,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.8,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,13.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.05,0,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.3,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.35,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.5,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.65,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.7,0,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.8,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,14.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.05,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.15,1,0,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.2,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.25,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.3,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.35,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.45,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.55,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.6,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.65,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.7,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.8,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,15.85,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.05,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.1,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.15,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.2,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.25,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.3,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.4,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.45,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.55,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.65,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.7,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.75,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.8,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,16.85,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.05,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.1,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.15,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.2,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.3,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.35,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.4,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.45,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.5,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.55,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.6,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.65,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.7,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.75,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,17.85,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.05,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.35,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.45,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.55,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.6,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.7,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.8,0,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,18.85,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.1,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.15,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.2,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.25,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.3,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.35,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.4,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.45,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.5,1,1,1
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.7,1,0,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.75,1,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.8,0,1,0
2,Persistent snowy,"[0,20)","[0,20)",0.4,"[0,20)",0.25,19.85,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0,0,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.1,0,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.15,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.2,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.25,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.3,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.35,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.4,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.45,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.5,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.55,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.6,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.65,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.7,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.8,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,0.85,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.05,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.1,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.15,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.3,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.35,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.4,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.45,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.55,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.6,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.65,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.7,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.75,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,1.85,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.1,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.25,1,0,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.3,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.4,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.5,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.55,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.6,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.65,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.75,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.8,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,2.85,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.1,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.15,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.2,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.25,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.35,1,0,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.4,1,0,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.45,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.5,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.55,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.6,1,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.65,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.7,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,3.8,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,4,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,4.05,1,1,1
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,4.1,0,1,0
3,Persistent rainy,"[0,20)","[0,20)",0.55,"[0,20)",0.5,4.15,1,0,1
